SUWJ92,1,"['ZZ20240624GAUPNQ3440', 'FC']"
JAJA16,1,"['ZZ20240624GAUPNQ3440', 'FC']"
OVER77,1,"['ZZ20240624GAUPNQ3440', 'BC']"
XEDC19,1,"['ZZ20240624GAUPNQ3440', 'PC']"
PBRM16,1,"['ZZ20240624GAUPNQ3440', 'FC']"
XURB90,1,"['ZZ20240624GAUPNQ3440', 'FC']"
EOIV21,1,"['ZZ20240624GAUPNQ3440', 'BC']"
DYDU45,1,"['ZZ20240624GAUPNQ3440', 'PC']"
GKBH21,1,"['ZZ20240624GAUPNQ3440', 'BC']"
GKUW47,1,"['ZZ20240624GAUPNQ3440', 'BC']"
GPBC68,1,"['ZZ20240624GAUPNQ3440', 'PC']"
FFKV79,1,"['ZZ20240624GAUPNQ3440', 'PC']"
FOGQ38,1,"['ZZ20240624GAUPNQ3440', 'PC']"
