QKVR16,1,"['ZZ20240506AMDHYD2223', 'PC']"
QVWF37,1,"['ZZ20240506AMDHYD2223', 'PC']"
BPLG41,1,"['ZZ20240506AMDHYD2223', 'PC']"
QEWH24,1,"['ZZ20240506AMDHYD2223', 'PC']"
GMTF21,1,"['ZZ20240506AMDHYD2223', 'PC']"
MHAO84,1,"['ZZ20240506AMDHYD2223', 'PC']"
AZXJ72,1,"['ZZ20240506AMDHYD2223', 'PC']"
AZXJ72,1,"['ZZ20240506AMDHYD2223', 'PC']"
WOLC44,1,"['ZZ20240506AMDHYD2223', 'PC']"
RYVS36,1,"['ZZ20240506AMDHYD2223', 'PC']"
DMVH24,1,"['ZZ20240506AMDHYD2223', 'PC']"
RSWK81,1,"['ZZ20240506AMDHYD2223', 'PC']"
PRWK90,1,"['ZZ20240506AMDHYD2223', 'PC']"
MMYG89,1,"['ZZ20240506AMDHYD2223', 'PC']"
LOBZ81,1,"['ZZ20240506AMDHYD2223', 'PC']"
GARS29,1,"['ZZ20240506AMDHYD2223', 'PC']"
YFIU24,1,"['ZZ20240506AMDHYD2223', 'PC']"
ZOEZ83,1,"['ZZ20240506AMDHYD2223', 'PC']"
OIZU50,1,"['ZZ20240506AMDHYD2223', 'PC']"
QHBU69,1,"['ZZ20240506AMDHYD2223', 'PC']"
BBMY48,1,"['ZZ20240506AMDHYD2223', 'PC']"
BGTR69,1,"['ZZ20240506AMDHYD2223', 'PC']"
ARQD42,1,"['ZZ20240506AMDHYD2223', 'PC']"
PZTV81,1,"['ZZ20240506AMDHYD2223', 'PC']"
